full_text,sentiment
hi! sha open jasa konsultan pajak ges - lapor spt tahun kurang bayar /lebih bayar 10jt - 100jt - catat transaksi hari mutasi rekening - lapor spt masa pph 21 - tanggap sp 2dk - berat pajak - bukti potong wa yg dibio order coretax jokipajak zonauang,neutral
hai kak . pihak menandatangani faktur pajak muncul pihak jual silakan coba refresh beberapa kali coba unduh ulang . silakan tunggu lebih kait pengkreditan pajak masu . akses coretax coba 2 berikut : 1. clear cache and,neutral
real gasi coretax,neutral
hai kak . bagi detail transaksi buat faktur pajak coretax : -dpp guna tetap dpp normal ( bukan dpp nilai lain ) -tarif ppn tera otomatis tetap 12 % -kolom ppn isi manual hasil hitung ppn besar tentu,neutral
hai kak . mohon maaf atas tidaknyama nya kendala sebut muncul proses apa kak? akses coretax silakan coba langkah berikut : 1. clear cookies cache browser . 2. gunakan browser lain . 3 . gunakan private window,neutral
pls coretax jangan ngajak ribut dulu hari stress dah 2 hari error mulu,positive
hai kak. mohon maaf atas tidaknyama alam . alam dalanya? error connection request timed out sebab load server sedang tinggi . mohon kesediaan nya coba kala . akses coretax,neutral
hai kak. mohon maaf atas tidaknyama nya . terkendala? dapat pesan salah notifikasi muncul kak? terkendala mohon kenan akses laman coretax coba langkah berikut : 1 . pastikan jaring internet stabil; 2. clear cache,neutral
hai kak . lakunya pmk nomor 81 tahun 2024 mulai 1 januari 2025 daftar npwp online laku lalu coretax laman <url> silakan milih menu guna baru? daftar disini . tks*vani,neutral
coretax ni babi banget aasuuu,positive
hai kak . apabila bukti potong buat sistem coretax terima hasil lihat bukti potong sebut menu portal &gt; dokumen saya . tks*msri,neutral
coretax mbak,positive
tunggu brp lama spy sinkron dgn djponline? sy udh update no hp coretax . terima kasih <url >,neutral
coretax puji dikit langsung kena ain . mau wnload fp masu aja susah nya minta ampun . hih.,positive
min mau tanya mau aktivasi akun terdaftar coretax gak kok min? apa memang lama gimana min? soal nya mau ubah pic wp badan nya min,neutral
min bantua nya lemot banget kerja bukan cuma ngurusin coretax doang ); butuh cepet sat set kaya djp dulu . <url >,positive
hai kak. mohon maaf atas tidaknyama nya . apabila status spt coretax spt tunggu bayar mungkin data bayar sebut proses sinkronisasi data coretax . sepanjang kakak milik bukti bayar yg cantum ntpn ( nomor,neutral
mau tanya kalau surat elektronik efaktur desktop perpanj buat faktur pajak lalu coretax,neutral
bener aja udh berapa hari lemot bgt coretax <url >,positive
holla! sha open jasa konsultan pajak ges - lapor spt tahun orang pribadi umkm badan usaha - hitung pajak - buat lapor uang sederhana /lengkap - buat lapor uang + lapor spt wa dibio order coretax jokipajak zonauang,neutral
coretax tingkah mulu sih??? ; ;,positive
eh emg rk upload jg coretax ?,positive
halo min kalo era coretax utk faktur pajak sewa bangun ruko gitu buat kode 010 kode 040 ya? makasi min,neutral
hai kak. mohon maaf atas tidaknyama nya . tentu perpanjangan batas waktu upload . silakan periksa proses impor sebut kala . silakan klik tombol refresh /perbarui tampil menu efaktur laman coretax . silakan,neutral
hai kak . bukti potong pegawai hari /pegawai tetap laku lalu coretax cara : 1. login coretax 2. pilih menu ebupot 3. klik bp 21 - bukti potong pegawai tetap 4 . klik create ebupot bp 21 5 . pilih masa pajak masukkan npwp lawan transaksi,neutral
terang data temu min sesuai data ahu . kemarin sempat ubah data kpp ketua nya jadi pic sistem padahal pic mau ubah sendiri pic lewat coretax simpan,neutral
halo mau tanya . pegawai resign bulan maret 2025 bupot nya pakai a1 coretax ?,neutral
min mau tanya kalau sya buat faktur pajak e-faktur deskop alamat npwp nya salah coretax ternyata npwpnya otomatis sesuai npwp ( jadi benar ) perlu buat faktur pajak ganti min? mohon jawab segera,neutral
ijin berta nya transaksi barang fasilitas ( perush kaber ) dp kode faktur pajak adlh 04 krn blm sppb barang kirim guna kode fp 07 coretax otomatis ikut kode fp dp ( 04 ) . solusi nya bgmn min? efaktur dulu,neutral
pagi min sy transmigrasi djp coretax pakai email a nmn 2 bln lalu sy ganti alamt email yg terdaftar email b. nmn skrng sy ubah email sebut email a kembli knp tdk ubah akun coretax sedngkn djp sdh ganti email a <url >,neutral
coretax please be nice to me. . please lancar jaya sampe beres upload faktur pajak . tagih terkirim hari,negative
coretax apple ecosystem <url >,neutral
sampe kapan sih coretax gini terus? udah lelah batin + stress tiap hari,positive
sabar yg haqiqi hadap coretax,negative
kak lapor pajak badan 2024 pakai djponline coretax ya? minta info tutorial nya ya . terima kasih,neutral
hi kk. . usaha buat bukti potong pph 21 utk karyawan . bukti potong tsb dapay langsung lihat pd akun coretax karyawan tsb? menu apa ya ?,neutral
mau simulasi bumn web nya error web bumncoretax sama² buat stres,positive
min aju ubah data kpp ubah nama lembaga pad menu ebupot buat konsep spt muncul coretax badan kami . bagaimana ya? <url >,neutral
waspada tipu kawanpajak banyak edar tipu katas coretax djp . pastikan laku akses laman resmi layan direktorat jenderal pajak lalu <url> waspadapenipuan coretaxdjp <url >,neutral
udah kak. lewat website coretax . login id guna pakai email daftar eoi . trus klik lupa pasword kirim link lg email . bikin pasword utk login portal coretax eoi,neutral
sampe 5 - 10 tahun masi suasana pilpres bego lu liat rupiah 17 ribu krn apa? ihsg turun krn apa? krn tidakstabstan politik ekonomi akibat danantara busuk uu parjo apbn defisit terima pajak turun krn coretax lu kira produk apa? produk pilpres kmrn .,positive
gw sih tim darah tinggi sampe tahap nafas berat bangun tengah2 tidur sesak nafas coretax sialaaaannn ter sialaaaaannnn,positive
i agree that light should write siapapu n bikin coretax on his death note ( i refer to that one shitpost vid on reels ),neutral
tp tadi buka coretax sm asndigital arti beneran gapapa wkwk,neutral
apapun capek bgt coretax kontol,positive
kak mau nanya kalau pengajuan skb tahun 2025 submit nya tetap kantor pajak sekarang lalu coretax ?,neutral
coretax jam segini lancar . acc fin tax seindonesia tidur,neutral
coretax kontol <url >,positive
apa maksud nya aku buka coretax buat bikin npwp,neutral
apa kestress-an tanggung yg punya coretax,positive
coretax coretax,positive
min coretax aku selalu muncul keluar portal,neutral
coretax lah,positive
barus buka coretax registrasi . trus banding sama djponline . beda banget ui sama ux nya coretax gak nyaman2 nya sama sekali . gak tarik buat selancar laman nya . djponline pajang tu kartu npwp elektronik nya . coretax gak wkwkwk,positive
izin jb kak buat bupot pph 21 terkendala hapup bupot sejak pagi malam hapus mohon info solusi nya bagaimana? impor bupot via pjap data nya bentuk dobel coretax kenapa? mohon solusi nya <url >,positive
makasih coretax gw baru balik kantor jam segini,neutral
hi hii sha open jasa konsultan pajak - lapor spt tahun kurang bayar /lebih bayar 10jt - 100jt - catat transaksi hari mutasi rekening - tanggap sp 2dk - hitung pajak - bukti potong wa dibio order coretax zonauang jokipajak,neutral
buruk itukah coretax mata kalian,positive
bisa2 nya mau nipu ngaku layan djp orang2 lg stress sm coretax . ahlakless bngt kalo sampe yg kena mah semoga amal ibadah lu kaga terima pas bulan ramad kemarin,positive
siapa yg jam segini berkelahi sm coretax krn hari lemot parah ? ( dan ngerjain d-day ),positive
udah 3 jam lebih anjeeng coretax status nya signing in progress mulu,positive
henti istigfar sama laku coretax hari,positive
untung coretax perintah wajib pajak untung perintah efisiensi kelola pajak coretax bantu perintah kelola data pajak lebih efisien lalu otomatisasi integrasi antar sistem,neutral
third time in a row lembur bcs of coretax . i wanna move out somebody adopt me. jadi diaspora,neutral
seberantakan woiiiiiii coretax,positive
haaaaiii sha open jasa - lapor spt masa pph 21 - berat pajak - lapor spt tahun orang pribadi umkm badan usaha - buat lapor uang + lapor spt wa dibio order zonauang coretax jokipajak,neutral
gue nungguin coretax njerr akkkkk wonuuu,positive
kakkk nii coretax nyaaa,negative
ges teran ga cara wnload faktur sekaligus banyak coretax? pake extension ga kedownload semua yg pake script udah ga apa cara ya? ?,positive
ga make up an lupa maksi pms dah lah smua gara gata coretax,positive
ni-ki 19 tahun coachella aku 19 tahun misuh coretax,neutral
centang lunas efaktur dekstop isi dpp lunas ( dg nilai lain ) ppn 12 % nilai dp tercreate jadi kacau min jadi input dp th 2024 potong harga perboleh ? krn sesuai dg faq coretax sprti buat pisah,positive
gatau mau nangisin coretax make gaya,positive
bangsay coretax bajigurrr tanggal segini gak akses .,positive
sadar penuh buka coretax pagi buta malah suruh buka pas waktu nya udah mau molor masa gua ngerjain gini pas waktu nya buat tidur bangke,positive
coretax sialannnnn eror kau hari ini??? aku mau bayar loh kalo eror hari gabisa bayar laku busuk kalian yg ngirimin denda kami . sial sial operasi aja nih aplikasi maut ?,positive
pokok nya akhirat w jadi saksi siapap org yg balik coretax ga w maafin <url >,positive
yth sistem coretax nya eror ya? mau upload faktur pajak coretax nya ga buka,positive
17.46 website coretax akses whiteblank bantu min,neutral
knp jam2 genting coretax malah ga buka mau upload fp dr tadi gagal mulu,positive
monyet coretax : ) belom bener2 sistem nya . . . . .,positive
pahala ramad bulan langsung luntur maki coretax,positive
mungkin suru maghriban kali selepas maghrib coretax gak error,positive
kak cutoff faktur pajak maret diperpanjang nggak? coretax akses gimana mau bikin faktur pajak . <url >,neutral
apa aku diri hadap coretax last day? <url >,positive
tanggal 15 ni coretax malah error kalo gabisa upload faktur gua gapeduli anj masalah elu,positive
dear coretax <url >,neutral
wahai musuh coretax kumpullah disini maki situs sampah,positive
coba org org yg ngeluh coretax jelek jd cust2 gw semua . ..gausa gw stress kirin nasib kerja alias . .nyari temen yg senasib irl,positive
mna pke coretax woi,positive
iya kakkk bismillah masuk surga jalur coretax,negative
ehhh info plis coretax tambah waktu buat bikin luar maret gasiiii??? anjrit bgt anjrit pagi gini muluuu,positive
tiap bulan aja derita gua perihal deposit nyangkut!!! mana gede nilai nya saddddddd coretax <url >,positive
nah kan . . nyebelin emang coretax,positive
mksie coretax . . suda buat ku lihat tida becus kerja nya . . yg ga megang coretx mana paham se astaghfirullah apa web inih . . . .,positive
coretax tanggal 15 <url >,neutral
sore sha open jasa konsultan pajak - catat transaksi hari mutasi rekening - buat lapor uang + lapor spt - lapor spt tahun kurang bayar /lebih bayar 10jt - 100jt - bukti potong wa dibio order jokipajak coretax zonauang,neutral
kawanpajak top up mesin teraan digital kini lebih mudah ! pastikan beberapa berikut laku top up lalu coretax djp menu layan administrasi proses jalan lancar . simak langkah nya infografis berikut! <url >,neutral
kawanpajak waspada tipu katas djp! modus tipu phising sniffing social engineering marak masuk kait implementasi coretax djp . <url >,positive
coretax tipu . bkn pudah tp sengsara nambah kerja bali banding aplikasi2 belum gabung . kau rampok waktu byk org dg sia sistem coretax bapuk sdh bulan 4 error bln 1 bulan 2 msh gantung . tgl 14 15 login logout tetep timeout .,positive
gue cape bgt nungguin coretax hari mana udh last day aaaa,positive
coretax bang q,positive
halo min batas bayar spt masa setau sy tanggal 15 kan coretax tulis tanggal jatuh tempo tanggal 20 ya? <url >,neutral
coretax memang anjing,positive
bulan kemarin sakit coretax lama bgt masuk spt lapor jgn sampe kena denda telat setor loh min,positive
gelisah gue coretax bapu q,positive
sakit coretax sama aja sih min udah bayar kelapor malah spt tunggu bayar,positive
gila ye kak serasa kerja 3 shift coretax,negative
coretax kalau tgl 15 jadi kayak yaa. . . .,positive
eh iya kak info dong kalau sampe sekarang bapuq banget ni coretax,neutral
gara gara coretax mah . waktu create faktur pajak nik yg sistem jual ga valid waktu masuk sistem coretax,positive
kalau bares service nya kan jasa nya kena pph ppn nya to nah data nik perlu utk isi pihak yg otong ajak kalau milik nya ber npwp otomatis bukti potong nya masuk coretax . ndak bias lari kalian sekrang djp ati 2,neutral
hari ngatain coretax .,positive
lailahailallah astaghfirullah coretax,positive
halo min liat bukti potong vendor ambil sendiri coretax? jadi perlu minta vendor nya ?,neutral
pms hadap langsg sm coretax rasa nya mau gue tikam ni web jelek,positive
5 invoice masa maret kl hari coretax gabisa upload arti besok bs buat invoice masa maret kan salah web nya lemot .,positive
tadi import xml faktur pajak luar selesai daritadi status nya coretax? <url >,neutral
udh tahap doain coretax sujud akhir gw,negative
mau ledak kepala gw ngadepin coretax,positive
setuju bgt . coretax kyk sampah bgt anjinggggg,positive
coretax blm lancar2 minimal relaksasi diperpanjang kek,neutral
coretax tai,positive
ni coretax tambah waktu buat approved pajak luar gaaaa siiii? anj lah pagi burik banget,positive
min . .mohon info laku ubah no hp djp online mula 62815 xxxxxx 0815 xxxxxx biar gak anggap error coretax kpp kah? laku online . .tks,neutral
hollaaa sha open jasa - hitung pajak - tanggap sp 2dk - catat transaksi hari mutasi rekening - lapor spt masa pph 21 - berat pajak wa dibio order zonauang coretax jokipajak,neutral
coretax sial,positive
coretax lemot banget,positive
coretax awal tuh kapan ga error nya sih sampe bingung semua kerja jadi delay gara2 doang,positive
dah tanggal 15 pagi web coretax akses ngedraft aja notif merah mulu .,positive
website coretax aja ka data sama lapor k depan nya website coretax semua,neutral
males banget sama coretax error hari,positive
min kalo daftar npwp coretax terus mau install aplikasi nya pake mana ya? soal nya m-pajak gini emang ga perlu pake aplikasi ya? <url >,neutral
allah coretax dzolim banget . pph ku allah,positive
km kangen misuh sama orang2 @ coretax,positive
ppn jkp/bkp kak tadi cek bagi pbk coretax akomodir billing tsb yaa ?,neutral
coretax iki web macem opo se allah,positive
sumpah coretax banyak faktur yg blm keinput karna eror terusss,positive
coretax bikin pala gue nyut nyutan,positive
sakit kepala belakang ngadepin coretax nih,positive
