full_text,sentiment
hai kak apa kah mohon aktif kembali npwp aju cara tulis ke kpp produk adalah rupa surat beritahu bisa informasikan lebih lanjut kendala log in laman coretax djpnya ada screenshot atas,neutral
coretax eror kerja beres dri kmrn mau anter berkas masih panas udah paling bener ini gw balik ke rumah trs akkkk anjir,negative
halow sha open jasa konsultan pajak buat lapor uang sederhanalengkap lapor spt tahun kurang bayarlebih bayar 10jt100jt catat transaksi hari dari mutasi rekening wa yg dibio utk order,neutral
kpp madya gresik beri layan pajak rupa terima mohon pada loket tpt asistensi lapor spt tahun dan konsultasi teknis aplikasi coretax djp helpdesk di area,neutral
hai kak mohon maaf atas tidaknyama nya apabila saat ini status nya masih signing in progres mohon kesediaan nya untuk tunggu faktur pajak tsb proses verifikasi sistem coretax silakan klik tombol refresh kala tksadhn,neutral
coba d home coretaxny pilih yg lupa sandi masukin nik sama email kmrn daftarin nnti setting password dr link kirim k buat login coretax trs download npwp nya menu dokumen saya der,neutral
hai kak dasar simulasi pada aplikasi yang kami lakukan ketika data fp buat desktop di migrasi ke coretax maka nilai muncul kolom harga jual dan dpp nilai lain adalah sesuai dengan input,neutral
ajar unggah spt di coretax,neutral
hai kak mohon maaf atas tidaknyama yang alam jika ada kendala silakan sampaikan terang error dan tangkap layar tsb ya kesediaan nya untuk coba kembali cara kala belum akses coretax saran langkah berikut,neutral
oh udah jalan dsri tahun lalu ya ujung hasil nya coretax 1t yg gagal itu kah,negative
untuk pindah kpp apa kah bisa di request dari coretax,neutral
hai kak mohon maaf saat ini belum sedia fitur cek ntpn guna kode billing pada coretax kakak bisa laku pengecekan lalu kpp layan telepon kring pajak 1500200 livechat atau twitter dengan tagar ya,neutral
ajar cara buat akun coretax,neutral
kak di coretax ada soft file nya kok bagi dokumen nanti kartu nya cetak sendiri,neutral
hai kak dalam hal sudah yg maksud adalah npwp terdaftar dan milik akun djp online maka ketika ingin login pertama kali ke coretax silakan klik lupa kata sandi bagi id guna isi dengan 16 digit tkspsri,neutral
gais aku kan pernah buat akun di coretax tapi status inactive nah itu sampe sekarang ga adaga kirim kartu npwpnya kurang paham butuh kartu nya perlu kerja cara nya gimana sih,negative
hai kak deposit dapat setor pada akun coretax dengan cara buat billing menu bayar gt layan mandiri kode pilih kap kjs 411618100 kode sebut bayar dan akan otomatis tambah deposit coretax nya tkssuti,neutral
siang admin waktu aktivasi nik di coretax pas bagi foto kenapa tidak bisa upload ya di klik nggak ada respon apa2 kalau take photo webcam padahal sudah ganti browser juga,neutral
hai kak wajib pajak nonpkp tidak milik wajib lapor spt masa ppn ya namun jika dapat retur maka beli dapat buat pajak masu lalu coretax tksmnti,neutral
hi sha open jasa yah lapor spt masa pph 21 tahun orang pribadi umkm badan usaha tanggap sp 2dk bukti potong hitung pajak catat transaksi hari dari mutasi rekening berat wa yang dibio untuk order,neutral
hai kak sertifikat elektronik yang maksud apa kah kait sertifikat lama guna untuk efaktur desktop danatau ebupot djp online jika iya seharusnya tidak pengaruh ya saat ini terbit bukti potong maupun faktur pajak lalu coretax,neutral
hai kak mohon maaf atas tidaknyama nya apa kah masih alam kendala silakan coba di upload ulang file xml nya pastikan isi tin dan nama sesuai petunjuk untuk ya atas penyempurnaan tingkat kualitas layan coretax djp komitmen,neutral
ga tobat nih coretax,negative
hai kak sinkronisasi biasa nya butuh waktu 1 satu sd 2 hari ya jika sudah laku ubah data lalu coretax tapi dalam yang lama belum sinkron dan masih terkendala kakak dapat coba hubung helpdesk kpp layan telepon kring pajak,neutral
ini web coretax emg lagi ganggu apa gmn ya 3 hari gabisa akses,negative
hai kak jika yang kakak maksud saat laku aktivasi akun coretax maka silakan pastikan email input sesuai dengan terdaftar silakan bisa coba tulis email nya guna huruf besar semua atau kapital diawal untuk lihat,neutral
mungkin sudah ga bisa gunggung lagi karena ada coretax,negative
jancok mau buka web coretax aja load terus pantek deloken ikilo syarat kerja disuruh daftar npwp tp gilir ngurus sulit website e error bangsat,negative
min ini coretax kenapa sih lemot banget hambat kekerja sekali mau buat 3 faktur pajak aja pakan waktu 1 jam cek masu juga lama kirain setelah libur panjang ada maintenance bakal lebih baik ternyata sama,negative
abis lembur coretax kah,negative
iya nih mau ambil ekspor data susah bangettttt ga tobat ya coretax ini,negative
bgttttttt dari jam 8 sampe mo tengah hari cuma abis di coretax doangg,negative
hai kak untuk ubah data email dan nomor hp silakan dapat laku cara mandiri lalu 1 coretax milik wajib pajak silakan bisa akses laman lalu tuju menu portal saya gt profil informasi umum edit ubah pada bagi,neutral
hallo ini saya mau bantu buat npwp orang asing di coretax tapi gagal terus yaa saat tanda alamat nya muncul seperti gambar berikut gimana,negative
ya allah coretax buang waktu asliiii,negative
kirain coretax abis lebar udah tobat gatau nya lanjut part 2,negative
hai kak tidak perlu ya untuk pegawai yang tunjuk bagai drafter cukup daftar pihak kait di akun coretax pkp drafter tidak perlu surat kuasa karena wenang menandatangani dokumen elektronik tksimah,neutral
gimana kalo coretax kita bakar aja amerame,negative
hai kak mohon maaf atas tidaknyama nya saat ini dapat kendala untuk validasi data dari coretax ke database dukcapil coba cara kala kami sarankan juga clear caches dan cookies guna private window atau browser lain ketika,neutral
hai kak setelah hasil laku ubah data di akun coretax mohon kesediaan nya untuk tunggu proses sinkronisasi hingga email yang terdaftar djp online juga ikut ubah ya tksahya,neutral
jika kakak sudah laku langkahlangkah di atas namun masih alam kendala yg sama silakan coba konfirmasi ke lawan transaksi beli untuk sinkronisasi data nomor aju dari sistem ceisa agar data nya masuk coretax djp dengan cara klik tombol kirim ulang,neutral
hai kak guna passphrase yang maksud disini untuk di aplikasi efaktur desktop atau coretax ya apabila masih harus ke kpp namun jika guna nya maka pic dapat pinta pada menu portal saya sub minta kode,neutral
hai kak hingga saat ini batas upload faktur pajak masih acu pada tentu per03p j2022 yaitu tanggal 15 bulan berikut nya setelah buat namun sepanjang aplikasi efaktur coretax akomodod diatas kakak,neutral
apaandah coretax mulai sakit lagi,negative
ga pernah temu website sebaper coretax hati dikit2 tau tendang keluar ke logout hati muter2 doang gak kasih putus apa 2,negative
sakit coretax kembali muter2 doangg,negative
hai kak apa kah sudah aju daftar akun coretax akun dengan djp onlne ini beda ya jika sebelumnya kakak milik npwp dan online maka untuk login coretax pertama kali silakan lakukan reset password lebih dulu,neutral
halo min form spt badan tahun 2024 pakai apa ya di download dari akun coretax juga,neutral
hai kak mohon maaf atas tidaknyama nya saat ini dapat kendala untuk validasi data dari coretax ke database dukcapil coba cara kala kami sarankan juga clear caches dan cookies guna private window atau browser lain,neutral
tiap hari nggerutu ngomel perkara coretax lemot bgt,negative
hi sha open jasa konsultan pajak ya ges lapor spt tahun kurang bayarlebih bayar 10jt100jt catat transaksi hari dari mutasi rekening masa pph 21 tanggap sp 2dk berat bukti potong wa yg dibio untuk order,neutral
hai kak pihak yang menandatangani faktur pajak seharusnya muncul pihak jual silakan coba refresh beberapa kali dan unduh ulang silakan tunggu lebih dahulu kait pengkreditan masu belum akses coretax dapat coba 2 hal berikut 1 clear cache and,neutral
real gasi itu coretax,negative
hai kak pada bagi detail transaksi saat buat faktur pajak di coretax dpp yang guna tetap normal bukan nilai lain tarif ppn tera cara otomatis 12 dan kolom harus isi manual dengan hasil hitung besar tentu yakni,neutral
hai kak mohon maaf atas tidaknyama nya kendala sebut muncul ketika proses apa belum akses coretax silakan dapat coba langkahlangkah berikut 1 clear cookies dan cache pada browser 2 gunakan lain 3 private window,neutral
pls coretax jangan ngajak ribut dulu hari ini stress dah 2 error mulu,negative
hai kak mohon maaf atas tidaknyama yang alam apa kah saat ini masih alam kendala nya error connection request timed out sebab karena load ke server sedang tinggi kesediaan nya untuk coba kembali cara berkala belum akses coretax,neutral
hai kak mohon maaf atas tidaknyama nya apa kah masih terkendala dapat pesan salah atau notifikasi yang muncul jika mohon kenan akses laman coretax dengan coba langkah berikut 1 pastikan jaring internet stabil 2 clear cache,neutral
hai kak dengan lakunya pmk nomor 81 tahun 2024 mulai 1 januari 2025 daftar npwp cara online laku lalu coretax pada laman silakan milih menu guna baru daftar disini tksvani,neutral
coretax ni babi banget aasuuu,negative
hai kak apabila bukti potong buat pada sistem coretax maka terima hasil dapat lihat sebut menu portal saya gt dokumen tksmsri,neutral
coretax mbak,negative
tunggu brp lama ya spy sinkron dgn djponline sy udh update no hp di coretax terima kasih,neutral
coretax puji dikit langsung kena ain mau download fp masu aja susah nya minta ampun hih,negative
min mau tanya saya aktivasi akun yang sudah terdaftar di coretax gak bisa kok ya itu kenapa min apa memang lama atau gimana soal nya ada ubah pic wp badan nya,neutral
min tolong bantua nya lemot banget kerja kita bukan cuma ngurusin coretax doang butuh yang cepet sat set kaya djp dulu,negative
hai kak mohon maaf atas tidaknyama nya apabila status spt di coretax masih tunggu bayar mungkin data bayar sebut dalam proses sinkronisasi ke sepanjang kakak sudah milik bukti yg cantum ntpn nomor,neutral
mau tanya kalau surat elektronik efaktur desktop apa kah harus perpanj saat ini untuk buat faktur pajak lalu coretax,neutral
yang bener aja ini udh berapa hari lemot bgt coretax,negative
holla sha open jasa konsultan pajak ya ges lapor spt tahun orang pribadi umkm badan usaha hitung buat lapor uang sederhanalengkap lapor wa yang dibio untuk order,neutral
coretax kenapa tingkah mulu sih,negative
eh emg rk harus upload jg di coretax,neutral
halo min kalo era coretax utk faktur pajak sewa bangun ruko gitu kita buat di kode 010 atau 040 ya makasi min,neutral
hai kak mohon maaf atas tidaknyama nya saat ini tidak ada tentu perpanjangan batas waktu upload silakan periksa proses impor sebut kembali cara kala klik tombol refreshperbarui yang di tampil menu efaktur laman coretax dapat,neutral
hai kak bukti potong untuk pegawai harianpegawai tidak tetap laku lalu coretax dengan cara 1 login ke coretax 2 pilih menu ebupot 3 klik bp 21 potong selain 4 create 5 masa pajak masukkan npwp lawan transaksi,neutral
tidak ada terang data temu min sudah sesuai dengan ahu kemarin sempat ubah di kpp ketua nya jadi pic sistem padahal masih mau sendiri lewat coretax tapi bisa simpan,neutral
halo mau tanya untuk pegawai resign di bulan maret 2025 bupot nya pakai a1 ya coretax,neutral
min mau tanya kalau sya buat faktur pajak di efaktur deskop tapi alamat npwp nya salah sedangkan coretax ternyata npwpnya sudah otomatis sesuai jadi benar saya perlu ganti tidak ya min mohon untuk jawab segera,neutral
ijin berta nya kami ada transaksi untuk barang fasilitas perush kaber saat dp kode faktur pajak adlh 04 krn blm sppb kirim guna fp 07 tetapi di coretax otomatis ikut solusi nya bgmn min efaktur dulu bisa,neutral
pagi min sy ketika transmigrasi dari djp ke coretax sudah pakai email a nmn 2 bln lalu ganti alamt yg terdaftar b nmn skrng ingin ubah sebut kembli tapi knp tdk bisa ubah di akun sedngkn sdh ganti,neutral
coretax please be nice to me please lancar jaya sampe beres upload faktur pajak tagih harus terkirim hari ini,positive
dari coretax ke apple ecosystem,neutral
sampe kapan sih coretax gini terus udah lelah batin stress tiap hari,negative
sabar yg haqiqi adalah hadap coretax,positive
kak untuk lapor pajak badan 2024 pakai djponline atau coretax ya minta info tutorial nya terima kasih,neutral
hi kk jika usaha telah buat bukti potong pph 21 utk karyawan apa kah tsb dapay langsung di lihat pd akun coretax jika ya menu apa,neutral
mau simulasi bumn web nya error bumncoretax sama² buat stres,negative
min setelah kami ajukan ubah data ke kpp karena ada ubah nama lembaga saat pad menu ebupot dan buat konsep spt tidak muncul di coretax badan bagaimana ya,neutral
waspada tipu banyak edar tipu katas coretax djp pastikan laku akses pada laman resmi layan direktorat jenderal pajak lalu,neutral
udah bisa kak lewat website coretax tapi login id guna pakai email saat daftar eoi trus klik lupa pasword nanti kirim link lg ke bikin utk portal,neutral
sampe 510 tahun lagi masi suasana pilpres bego lu liat rupiah 17 ribu krn apa ihsg turun krn tidakstabstan politik ekonomi akibat danantara busuk itu uu parjo apbn defisit terima pajak coretax kira produk ya kmrn,negative
gw sih tim darah tinggi sampe di tahap nafas berat bangun tengah2 tidur dan sesak coretax sialaa ter sialaaaaannnn,negative
i agree that light should write siapapu n yang bikin coretax on his death note refer to one shitpost vid reels,neutral
tp tadi masih bisa buka coretax sm asndigital arti beneran gapapa ya wkwk,neutral
demi apapu n capek bgt coretax kontol,negative
kak mau nanya kalau untuk pengajuan skb tahun 2025 untuk submit nya apa kah tetap ke kantor pajak atau sekarang bisa lalu coretax,neutral
coretax jam segini lancar acc fin tax seindonesia sudah pada tidur kah,neutral
coretax kontol,negative
apa maksud nya aku harus buka coretax buat bikin npwp,neutral
apa kestressan ini tanggung yg punya coretax,negative
coretax oh coretax,negative
min coretax aku selalu muncul anda keluar dari portal,neutral
coretax lah,negative
barus buka coretax untuk registrasi trus banding sama djponline beda banget ui ux nya gak ada nyaman2 sekali gak tarik buat selancar di laman nya di pajang tu kartu npwp elektronik nya wkwkwk,negative
izin jb kak ini juga buat bupot pph 21 terkendala dalam hapup sejak pagi sampai malam nggak bisa hapus mohon info solusi nya bagaimana kami impor via pjap namun data nya bentuk dobel di coretax itu kenapa,negative
makasih ya coretax gw baru balik kantor jam segini,neutral
hi hii sha open jasa konsultan pajak lapor spt tahun kurang bayarlebih bayar 10jt100jt catat transaksi hari dari mutasi rekening tanggap sp 2dk hitung bukti potong wa yang dibio untuk order,neutral
buruk itukah coretax di mata kalian,negative
bisa2 nya mau nipu ngaku layan djp di saat orang2 lg stress sm coretax ahlakless bngt kalo sampe ada yg kena mah semoga amal ibadah lu kaga terima pas bulan ramad kemarin,negative
siapa yg jam segini masih berkelahi sm coretax krn hari lemot parah dan ngerjain dday,negative
udah 3 jam lebih anjeeng coretax status nya signing in progress mulu,negative
tidak henti istigfar sama laku coretax hari ini,positive
untung coretax bagi perintah dan wajib pajak untuk efisiensi kelola bantu perintah dalam kelola data pajak lebih efisien lalu otomatisasi integrasi antar sistem,neutral
third time in a row lembur bcs of coretax i wanna move out somebody adopt me ingin jadi diaspora,neutral
seberantakan ini woiiiiiii karena coretax,negative
haaaaiii sha open jasa lapor spt masa pph 21 berat pajak tahun orang pribadi umkm badan usaha buat lapor uang lapor wa yang dibio untuk order,neutral
gue lagi nungguin coretax njerr akkkkk wonuuu,negative
kakkk lagi bisa nii coretax nyaaa,neutral
ges ini beneran ga ada cara wnload faktur sekaligus banyak ya di coretax pake extension pun kedownload semua yg script udah bisa apa lain,negative
ga make up an lupa maksi pms dah lah smua gara gata coretax,negative
niki 19 tahun di coachella aku misuh coretax,negative
tetapi jika centang lunas di efaktur dekstop dan isi dpp dg nilai lain ppn 12 maka dp yang tercreate jadi kacau min jadi saya input th 2024 potong harga apa kah hal itu perboleh krn sesuai faq coretax sprti buat pisah,negative
gatau mau nangisin coretax ini make gaya apalagi,negative
bangsay coretax ini bajigurrr tanggal segini gak bisa akses tolong,negative
dengan sadar penuh buka coretax dari pagi buta malah suruh buka pas waktu nya udah mau molor masa gua harus ngerjain gini buat tidur ya bangke,negative
coretax sialannnnn kenapa harus eror kau hari ini aku mau bayar loh kalo dan gabisa pasti laku busuk kalian juga yg ngirimin denda ke kami sial sial masih operasi aja nih aplikasi maut,negative
pokok nya nanti di akhirat w jadi saksi siapap org yg balik coretax ini ga akan maafin,negative
yth ini kenapa sistem coretax nya eror ya mau upload faktur pajak ga bisa buka,negative
1746 website coretax masih tidak dapat di akses whiteblank tolong bantu min,neutral
ini knp jam2 genting coretax malah ga bisa buka mau upload fp dr tadi gagal mulu,negative
monyet ini coretax belom bener2 juga sistem nya,negative
pahala ramad bulan langsung luntur karena maki coretax,negative
mungkin di suru maghrib kali ya selepas coretax gak error lagi,negative
kak cutoff faktur pajak maret diperpanjang nggak ini coretax bisa akses gimana mau bikin,neutral
apa aku sendirian hadap coretax di last day,negative
tanggal 15 ni coretax malah error kalo gabisa upload faktur gua gapeduli ya anj masalah ada di elu,negative
dear coretax,neutral
wahai para musuh coretax kumpullah disini dan mari maki situs sampah itu,negative
coba ya org yg ngeluh coretax jelek ini jd cust2 gw muagausa stress kirin nasib kerja aliasnyari temen senasib irl,negative
mna ada pke coretax woi,negative
iya kakkk bismillah masuk surga jalur coretax,positive
ehhh info plis ini coretax ada tambah waktu buat bikin luar maret gasiiii anjrit bgt dari pagi gini muluuu,negative
tiap bulan ada aja derita gua perihal deposit nyangkut mana gede pula nilai nya saddddddd,negative
nah kan nyebelin emang coretax ini,negative
mksie coretax suda buat ku lihat seperti tida becus kerja nya yg ga megang coretx mana paham se astaghfirullah apa web inih,negative
coretax tanggal 15,neutral
sore sha open jasa konsultan pajak catat transaksi hari dari mutasi rekening buat lapor uang lapor spt lapor tahun kurang bayarlebih bayar 10jt100jt bukti potong wa yang dibio untuk order,neutral
top up mesin teraan digital kini lebih mudah pastikan beberapa hal ikut saat laku lalu coretax djp di menu layan administrasi agar proses jalan lancar simak langkahlangkah nya pada infografis,neutral
waspada tipu yang katas djp modus seperti phising sniffing dan social engineering kembali marak masuk kait dengan implementasi coretax,negative
coretax pun tipu bkn pudah tp sengsara nambah kerja kalikali banding aplikasi2 belum gabung kau rampok waktu byk org dg siasia sistem coretax bapuk ini sdh bulan 4 error bln 1 dan 2 msh gantung tgl 14 15 login logout tetep timeout,negative
gue cape bgt nungguin coretax hari mana udh last day aaaa,negative
coretax bang q,negative
halo min untuk batas bayar spt masa setau sy tanggal 15 kan ya tapi kenapa di coretax itu tulis jatuh tempo 20,neutral
coretax memang anjing,negative
dari bulan kemarin sakit coretax ini lagi lama bgt masuk ke spt lapor jgn sampe kami kena denda karena tidak telat setor loh min,negative
gelisah gue karena coretax bapu q,negative
sakit coretax masih sama aja sih min udah bayar tapi belum kelapor malah di spt tunggu bayar,negative
gila ye kak kita rasa kerja 3 shift karena coretax ini,positive
ini coretax kalau tgl 15 jadi kayak yaa,neutral
eh iya kak info dong kalau ada sampe sekarang masih bapuq banget ni coretax,neutral
gara coretax ini mah waktu create faktur pajak nik yg dari sistem jual ga valid masuk ke,negative
kalau di bares service nya kan ada jasa nya kena pph dan ppn to nah data nik ini perlu utk isi pihak yg otong ajak kalau milik nya ber npwp otomatis bukti potong nya akan masuk coretax ndak bias lari kalian sekrang dari djp ati 2,neutral
harihari ngatain coretax,negative
lailahailallah astaghfirullah coretax,negative
halo min untuk liat bukti potong dari vendor apa kah kita bisa ambil sendiri coretax jadi tidak perlu minta lagi ke vendor nya,neutral
lagi pms hadap langsg sm coretax rasa nya mau gue tikam ni web jelek,negative
masih ada 5 invoice lagi untuk masa maret kl hari ini coretax gabisa upload arti besok bs ya buat kan salah web nya yang lemot,negative
ini kenapa dari tadi import xml faktur pajak luar tidak selesai daritadi status nya di coretax,negative
udh di tahap doain coretax sujud akhir gw,positive
mau ledak kepala gw ngadepin coretax,negative
setuju bgt ini coretax kyk sampah anjinggggg,negative
coretax blm lancar2 minimal relaksasi diperpanjang kek,neutral
coretax tai,negative
ni coretax ada tambah waktu buat approved pajak luar gaaaa siiii anj lah dari pagi burik banget,positive
minmohon info untuk laku ubah no hp di djp online mula 62815 xxxxxx ke 0815 xxxxxx biar gak anggap error oleh coretax harus kpp kah atau bisa laku onlinetks,neutral
hollaaa sha open jasa hitung pajak tanggap sp 2dk catat transaksi hari dari mutasi rekening lapor spt masa pph 21 berat wa yang dibio untuk order,neutral
coretax sial,negative
coretax lemot banget,negative
